composition,adults,children,monthly_income,payment,benefit,hourly_wage
"1 adult, 3 children",1,3,5060,0,Housing Choice Voucher,29.08
2 adults,2,0,5060,0,Housing Choice Voucher,29.08
"2 adults, 1 child",2,1,5060,0,Housing Choice Voucher,29.08
"2 adults, 2 children",2,2,5060,0,Housing Choice Voucher,29.08
"2 adults, 3 children",2,3,5060,0,Housing Choice Voucher,29.08
1 adult,1,0,5070,0,Housing Choice Voucher,29.14
"1 adult, 1 child",1,1,5070,0,Housing Choice Voucher,29.14
"1 adult, 2 children",1,2,5070,0,Housing Choice Voucher,29.14
"1 adult, 3 children",1,3,5070,0,Housing Choice Voucher,29.14
2 adults,2,0,5070,0,Housing Choice Voucher,29.14
"2 adults, 1 child",2,1,5070,0,Housing Choice Voucher,29.14
"2 adults, 2 children",2,2,5070,0,Housing Choice Voucher,29.14
"2 adults, 3 children",2,3,5070,0,Housing Choice Voucher,29.14
1 adult,1,0,5080,0,Housing Choice Voucher,29.2
"1 adult, 1 child",1,1,5080,0,Housing Choice Voucher,29.2
"1 adult, 2 children",1,2,5080,0,Housing Choice Voucher,29.2
"1 adult, 3 children",1,3,5080,0,Housing Choice Voucher,29.2
2 adults,2,0,5080,0,Housing Choice Voucher,29.2
"2 adults, 1 child",2,1,5080,0,Housing Choice Voucher,29.2
"2 adults, 2 children",2,2,5080,0,Housing Choice Voucher,29.2
"2 adults, 3 children",2,3,5080,0,Housing Choice Voucher,29.2
1 adult,1,0,5090,0,Housing Choice Voucher,29.25
"1 adult, 1 child",1,1,5090,0,Housing Choice Voucher,29.25
"1 adult, 2 children",1,2,5090,0,Housing Choice Voucher,29.25
"1 adult, 3 children",1,3,5090,0,Housing Choice Voucher,29.25
2 adults,2,0,5090,0,Housing Choice Voucher,29.25
"2 adults, 1 child",2,1,5090,0,Housing Choice Voucher,29.25
"2 adults, 2 children",2,2,5090,0,Housing Choice Voucher,29.25
"2 adults, 3 children",2,3,5090,0,Housing Choice Voucher,29.25
1 adult,1,0,5100,0,Housing Choice Voucher,29.31
"1 adult, 1 child",1,1,5100,0,Housing Choice Voucher,29.31
"1 adult, 2 children",1,2,5100,0,Housing Choice Voucher,29.31
"1 adult, 3 children",1,3,5100,0,Housing Choice Voucher,29.31
2 adults,2,0,5100,0,Housing Choice Voucher,29.31
"2 adults, 1 child",2,1,5100,0,Housing Choice Voucher,29.31
"2 adults, 2 children",2,2,5100,0,Housing Choice Voucher,29.31
"2 adults, 3 children",2,3,5100,0,Housing Choice Voucher,29.31
1 adult,1,0,5110,0,Housing Choice Voucher,29.37
"1 adult, 1 child",1,1,5110,0,Housing Choice Voucher,29.37
"1 adult, 2 children",1,2,5110,0,Housing Choice Voucher,29.37
"1 adult, 3 children",1,3,5110,0,Housing Choice Voucher,29.37
2 adults,2,0,5110,0,Housing Choice Voucher,29.37
"2 adults, 1 child",2,1,5110,0,Housing Choice Voucher,29.37
"2 adults, 2 children",2,2,5110,0,Housing Choice Voucher,29.37
"2 adults, 3 children",2,3,5110,0,Housing Choice Voucher,29.37
1 adult,1,0,5120,0,Housing Choice Voucher,29.43
"1 adult, 1 child",1,1,5120,0,Housing Choice Voucher,29.43
"1 adult, 2 children",1,2,5120,0,Housing Choice Voucher,29.43
"1 adult, 3 children",1,3,5120,0,Housing Choice Voucher,29.43
2 adults,2,0,5120,0,Housing Choice Voucher,29.43
"2 adults, 1 child",2,1,5120,0,Housing Choice Voucher,29.43
"2 adults, 2 children",2,2,5120,0,Housing Choice Voucher,29.43
"2 adults, 3 children",2,3,5120,0,Housing Choice Voucher,29.43
1 adult,1,0,5130,0,Housing Choice Voucher,29.48
"1 adult, 1 child",1,1,5130,0,Housing Choice Voucher,29.48
"1 adult, 2 children",1,2,5130,0,Housing Choice Voucher,29.48
"1 adult, 3 children",1,3,5130,0,Housing Choice Voucher,29.48
2 adults,2,0,5130,0,Housing Choice Voucher,29.48
"2 adults, 1 child",2,1,5130,0,Housing Choice Voucher,29.48
"2 adults, 2 children",2,2,5130,0,Housing Choice Voucher,29.48
"2 adults, 3 children",2,3,5130,0,Housing Choice Voucher,29.48
1 adult,1,0,5140,0,Housing Choice Voucher,29.54
"1 adult, 1 child",1,1,5140,0,Housing Choice Voucher,29.54
"1 adult, 2 children",1,2,5140,0,Housing Choice Voucher,29.54
"1 adult, 3 children",1,3,5140,0,Housing Choice Voucher,29.54
2 adults,2,0,5140,0,Housing Choice Voucher,29.54
"2 adults, 1 child",2,1,5140,0,Housing Choice Voucher,29.54
"2 adults, 2 children",2,2,5140,0,Housing Choice Voucher,29.54
"2 adults, 3 children",2,3,5140,0,Housing Choice Voucher,29.54
1 adult,1,0,5150,0,Housing Choice Voucher,29.6
"1 adult, 1 child",1,1,5150,0,Housing Choice Voucher,29.6
"1 adult, 2 children",1,2,5150,0,Housing Choice Voucher,29.6
"1 adult, 3 children",1,3,5150,0,Housing Choice Voucher,29.6
2 adults,2,0,5150,0,Housing Choice Voucher,29.6
"2 adults, 1 child",2,1,5150,0,Housing Choice Voucher,29.6
"2 adults, 2 children",2,2,5150,0,Housing Choice Voucher,29.6
"2 adults, 3 children",2,3,5150,0,Housing Choice Voucher,29.6
1 adult,1,0,5160,0,Housing Choice Voucher,29.66
"1 adult, 1 child",1,1,5160,0,Housing Choice Voucher,29.66
"1 adult, 2 children",1,2,5160,0,Housing Choice Voucher,29.66
"1 adult, 3 children",1,3,5160,0,Housing Choice Voucher,29.66
2 adults,2,0,5160,0,Housing Choice Voucher,29.66
"2 adults, 1 child",2,1,5160,0,Housing Choice Voucher,29.66
"2 adults, 2 children",2,2,5160,0,Housing Choice Voucher,29.66
"2 adults, 3 children",2,3,5160,0,Housing Choice Voucher,29.66
1 adult,1,0,5170,0,Housing Choice Voucher,29.71
"1 adult, 1 child",1,1,5170,0,Housing Choice Voucher,29.71
"1 adult, 2 children",1,2,5170,0,Housing Choice Voucher,29.71
"1 adult, 3 children",1,3,5170,0,Housing Choice Voucher,29.71
2 adults,2,0,5170,0,Housing Choice Voucher,29.71
"2 adults, 1 child",2,1,5170,0,Housing Choice Voucher,29.71
"2 adults, 2 children",2,2,5170,0,Housing Choice Voucher,29.71
"2 adults, 3 children",2,3,5170,0,Housing Choice Voucher,29.71
1 adult,1,0,5180,0,Housing Choice Voucher,29.77
"1 adult, 1 child",1,1,5180,0,Housing Choice Voucher,29.77
"1 adult, 2 children",1,2,5180,0,Housing Choice Voucher,29.77
"1 adult, 3 children",1,3,5180,0,Housing Choice Voucher,29.77
2 adults,2,0,5180,0,Housing Choice Voucher,29.77
"2 adults, 1 child",2,1,5180,0,Housing Choice Voucher,29.77
"2 adults, 2 children",2,2,5180,0,Housing Choice Voucher,29.77
"2 adults, 3 children",2,3,5180,0,Housing Choice Voucher,29.77
1 adult,1,0,5190,0,Housing Choice Voucher,29.83
"1 adult, 1 child",1,1,5190,0,Housing Choice Voucher,29.83
"1 adult, 2 children",1,2,5190,0,Housing Choice Voucher,29.83
"1 adult, 3 children",1,3,5190,0,Housing Choice Voucher,29.83
2 adults,2,0,5190,0,Housing Choice Voucher,29.83
"2 adults, 1 child",2,1,5190,0,Housing Choice Voucher,29.83
"2 adults, 2 children",2,2,5190,0,Housing Choice Voucher,29.83
"2 adults, 3 children",2,3,5190,0,Housing Choice Voucher,29.83
1 adult,1,0,5200,0,Housing Choice Voucher,29.89
"1 adult, 1 child",1,1,5200,0,Housing Choice Voucher,29.89
"1 adult, 2 children",1,2,5200,0,Housing Choice Voucher,29.89
"1 adult, 3 children",1,3,5200,0,Housing Choice Voucher,29.89
2 adults,2,0,5200,0,Housing Choice Voucher,29.89
"2 adults, 1 child",2,1,5200,0,Housing Choice Voucher,29.89
"2 adults, 2 children",2,2,5200,0,Housing Choice Voucher,29.89
"2 adults, 3 children",2,3,5200,0,Housing Choice Voucher,29.89
1 adult,1,0,5210,0,Housing Choice Voucher,29.94
"1 adult, 1 child",1,1,5210,0,Housing Choice Voucher,29.94
"1 adult, 2 children",1,2,5210,0,Housing Choice Voucher,29.94
"1 adult, 3 children",1,3,5210,0,Housing Choice Voucher,29.94
2 adults,2,0,5210,0,Housing Choice Voucher,29.94
"2 adults, 1 child",2,1,5210,0,Housing Choice Voucher,29.94
"2 adults, 2 children",2,2,5210,0,Housing Choice Voucher,29.94
"2 adults, 3 children",2,3,5210,0,Housing Choice Voucher,29.94
1 adult,1,0,5220,0,Housing Choice Voucher,30
"1 adult, 1 child",1,1,5220,0,Housing Choice Voucher,30
"1 adult, 2 children",1,2,5220,0,Housing Choice Voucher,30
"1 adult, 3 children",1,3,5220,0,Housing Choice Voucher,30
2 adults,2,0,5220,0,Housing Choice Voucher,30
"2 adults, 1 child",2,1,5220,0,Housing Choice Voucher,30
"2 adults, 2 children",2,2,5220,0,Housing Choice Voucher,30
"2 adults, 3 children",2,3,5220,0,Housing Choice Voucher,30
1 adult,1,0,5230,0,Housing Choice Voucher,30.06
"1 adult, 1 child",1,1,5230,0,Housing Choice Voucher,30.06
"1 adult, 2 children",1,2,5230,0,Housing Choice Voucher,30.06
"1 adult, 3 children",1,3,5230,0,Housing Choice Voucher,30.06
2 adults,2,0,5230,0,Housing Choice Voucher,30.06
"2 adults, 1 child",2,1,5230,0,Housing Choice Voucher,30.06
"2 adults, 2 children",2,2,5230,0,Housing Choice Voucher,30.06
"2 adults, 3 children",2,3,5230,0,Housing Choice Voucher,30.06
1 adult,1,0,5240,0,Housing Choice Voucher,30.11
"1 adult, 1 child",1,1,5240,0,Housing Choice Voucher,30.11
"1 adult, 2 children",1,2,5240,0,Housing Choice Voucher,30.11
"1 adult, 3 children",1,3,5240,0,Housing Choice Voucher,30.11
2 adults,2,0,5240,0,Housing Choice Voucher,30.11
"2 adults, 1 child",2,1,5240,0,Housing Choice Voucher,30.11
"2 adults, 2 children",2,2,5240,0,Housing Choice Voucher,30.11
"2 adults, 3 children",2,3,5240,0,Housing Choice Voucher,30.11
1 adult,1,0,5250,0,Housing Choice Voucher,30.17
"1 adult, 1 child",1,1,5250,0,Housing Choice Voucher,30.17
"1 adult, 2 children",1,2,5250,0,Housing Choice Voucher,30.17
"1 adult, 3 children",1,3,5250,0,Housing Choice Voucher,30.17
2 adults,2,0,5250,0,Housing Choice Voucher,30.17
"2 adults, 1 child",2,1,5250,0,Housing Choice Voucher,30.17
"2 adults, 2 children",2,2,5250,0,Housing Choice Voucher,30.17
"2 adults, 3 children",2,3,5250,0,Housing Choice Voucher,30.17
1 adult,1,0,5260,0,Housing Choice Voucher,30.23
"1 adult, 1 child",1,1,5260,0,Housing Choice Voucher,30.23
"1 adult, 2 children",1,2,5260,0,Housing Choice Voucher,30.23
"1 adult, 3 children",1,3,5260,0,Housing Choice Voucher,30.23
2 adults,2,0,5260,0,Housing Choice Voucher,30.23
"2 adults, 1 child",2,1,5260,0,Housing Choice Voucher,30.23
"2 adults, 2 children",2,2,5260,0,Housing Choice Voucher,30.23
"2 adults, 3 children",2,3,5260,0,Housing Choice Voucher,30.23
1 adult,1,0,5270,0,Housing Choice Voucher,30.29
"1 adult, 1 child",1,1,5270,0,Housing Choice Voucher,30.29
"1 adult, 2 children",1,2,5270,0,Housing Choice Voucher,30.29
"1 adult, 3 children",1,3,5270,0,Housing Choice Voucher,30.29
2 adults,2,0,5270,0,Housing Choice Voucher,30.29
"2 adults, 1 child",2,1,5270,0,Housing Choice Voucher,30.29
"2 adults, 2 children",2,2,5270,0,Housing Choice Voucher,30.29
"2 adults, 3 children",2,3,5270,0,Housing Choice Voucher,30.29
1 adult,1,0,5280,0,Housing Choice Voucher,30.34
"1 adult, 1 child",1,1,5280,0,Housing Choice Voucher,30.34
"1 adult, 2 children",1,2,5280,0,Housing Choice Voucher,30.34
"1 adult, 3 children",1,3,5280,0,Housing Choice Voucher,30.34
2 adults,2,0,5280,0,Housing Choice Voucher,30.34
"2 adults, 1 child",2,1,5280,0,Housing Choice Voucher,30.34
"2 adults, 2 children",2,2,5280,0,Housing Choice Voucher,30.34
"2 adults, 3 children",2,3,5280,0,Housing Choice Voucher,30.34
1 adult,1,0,5290,0,Housing Choice Voucher,30.4
"1 adult, 1 child",1,1,5290,0,Housing Choice Voucher,30.4
"1 adult, 2 children",1,2,5290,0,Housing Choice Voucher,30.4
"1 adult, 3 children",1,3,5290,0,Housing Choice Voucher,30.4
2 adults,2,0,5290,0,Housing Choice Voucher,30.4
"2 adults, 1 child",2,1,5290,0,Housing Choice Voucher,30.4
"2 adults, 2 children",2,2,5290,0,Housing Choice Voucher,30.4
"2 adults, 3 children",2,3,5290,0,Housing Choice Voucher,30.4
1 adult,1,0,5300,0,Housing Choice Voucher,30.46
"1 adult, 1 child",1,1,5300,0,Housing Choice Voucher,30.46
"1 adult, 2 children",1,2,5300,0,Housing Choice Voucher,30.46
"1 adult, 3 children",1,3,5300,0,Housing Choice Voucher,30.46
2 adults,2,0,5300,0,Housing Choice Voucher,30.46
"2 adults, 1 child",2,1,5300,0,Housing Choice Voucher,30.46
"2 adults, 2 children",2,2,5300,0,Housing Choice Voucher,30.46
"2 adults, 3 children",2,3,5300,0,Housing Choice Voucher,30.46
1 adult,1,0,5310,0,Housing Choice Voucher,30.52
"1 adult, 1 child",1,1,5310,0,Housing Choice Voucher,30.52
"1 adult, 2 children",1,2,5310,0,Housing Choice Voucher,30.52
"1 adult, 3 children",1,3,5310,0,Housing Choice Voucher,30.52
2 adults,2,0,5310,0,Housing Choice Voucher,30.52
"2 adults, 1 child",2,1,5310,0,Housing Choice Voucher,30.52
"2 adults, 2 children",2,2,5310,0,Housing Choice Voucher,30.52
"2 adults, 3 children",2,3,5310,0,Housing Choice Voucher,30.52
1 adult,1,0,5320,0,Housing Choice Voucher,30.57
"1 adult, 1 child",1,1,5320,0,Housing Choice Voucher,30.57
"1 adult, 2 children",1,2,5320,0,Housing Choice Voucher,30.57
"1 adult, 3 children",1,3,5320,0,Housing Choice Voucher,30.57
2 adults,2,0,5320,0,Housing Choice Voucher,30.57
"2 adults, 1 child",2,1,5320,0,Housing Choice Voucher,30.57
"2 adults, 2 children",2,2,5320,0,Housing Choice Voucher,30.57
"2 adults, 3 children",2,3,5320,0,Housing Choice Voucher,30.57
1 adult,1,0,5330,0,Housing Choice Voucher,30.63
"1 adult, 1 child",1,1,5330,0,Housing Choice Voucher,30.63
"1 adult, 2 children",1,2,5330,0,Housing Choice Voucher,30.63
"1 adult, 3 children",1,3,5330,0,Housing Choice Voucher,30.63
2 adults,2,0,5330,0,Housing Choice Voucher,30.63
"2 adults, 1 child",2,1,5330,0,Housing Choice Voucher,30.63
"2 adults, 2 children",2,2,5330,0,Housing Choice Voucher,30.63
"2 adults, 3 children",2,3,5330,0,Housing Choice Voucher,30.63
1 adult,1,0,5340,0,Housing Choice Voucher,30.69
"1 adult, 1 child",1,1,5340,0,Housing Choice Voucher,30.69
"1 adult, 2 children",1,2,5340,0,Housing Choice Voucher,30.69
"1 adult, 3 children",1,3,5340,0,Housing Choice Voucher,30.69
2 adults,2,0,5340,0,Housing Choice Voucher,30.69
"2 adults, 1 child",2,1,5340,0,Housing Choice Voucher,30.69
"2 adults, 2 children",2,2,5340,0,Housing Choice Voucher,30.69
"2 adults, 3 children",2,3,5340,0,Housing Choice Voucher,30.69
1 adult,1,0,5350,0,Housing Choice Voucher,30.75
"1 adult, 1 child",1,1,5350,0,Housing Choice Voucher,30.75
"1 adult, 2 children",1,2,5350,0,Housing Choice Voucher,30.75
"1 adult, 3 children",1,3,5350,0,Housing Choice Voucher,30.75
2 adults,2,0,5350,0,Housing Choice Voucher,30.75
"2 adults, 1 child",2,1,5350,0,Housing Choice Voucher,30.75
"2 adults, 2 children",2,2,5350,0,Housing Choice Voucher,30.75
"2 adults, 3 children",2,3,5350,0,Housing Choice Voucher,30.75
1 adult,1,0,5360,0,Housing Choice Voucher,30.8
"1 adult, 1 child",1,1,5360,0,Housing Choice Voucher,30.8
"1 adult, 2 children",1,2,5360,0,Housing Choice Voucher,30.8
"1 adult, 3 children",1,3,5360,0,Housing Choice Voucher,30.8
2 adults,2,0,5360,0,Housing Choice Voucher,30.8
"2 adults, 1 child",2,1,5360,0,Housing Choice Voucher,30.8
"2 adults, 2 children",2,2,5360,0,Housing Choice Voucher,30.8
"2 adults, 3 children",2,3,5360,0,Housing Choice Voucher,30.8
1 adult,1,0,5370,0,Housing Choice Voucher,30.86
"1 adult, 1 child",1,1,5370,0,Housing Choice Voucher,30.86
"1 adult, 2 children",1,2,5370,0,Housing Choice Voucher,30.86
"1 adult, 3 children",1,3,5370,0,Housing Choice Voucher,30.86
2 adults,2,0,5370,0,Housing Choice Voucher,30.86
"2 adults, 1 child",2,1,5370,0,Housing Choice Voucher,30.86
"2 adults, 2 children",2,2,5370,0,Housing Choice Voucher,30.86
"2 adults, 3 children",2,3,5370,0,Housing Choice Voucher,30.86
1 adult,1,0,5380,0,Housing Choice Voucher,30.92
"1 adult, 1 child",1,1,5380,0,Housing Choice Voucher,30.92
"1 adult, 2 children",1,2,5380,0,Housing Choice Voucher,30.92
"1 adult, 3 children",1,3,5380,0,Housing Choice Voucher,30.92
2 adults,2,0,5380,0,Housing Choice Voucher,30.92
"2 adults, 1 child",2,1,5380,0,Housing Choice Voucher,30.92
"2 adults, 2 children",2,2,5380,0,Housing Choice Voucher,30.92
"2 adults, 3 children",2,3,5380,0,Housing Choice Voucher,30.92
1 adult,1,0,5390,0,Housing Choice Voucher,30.98
"1 adult, 1 child",1,1,5390,0,Housing Choice Voucher,30.98
"1 adult, 2 children",1,2,5390,0,Housing Choice Voucher,30.98
"1 adult, 3 children",1,3,5390,0,Housing Choice Voucher,30.98
2 adults,2,0,5390,0,Housing Choice Voucher,30.98
"2 adults, 1 child",2,1,5390,0,Housing Choice Voucher,30.98
"2 adults, 2 children",2,2,5390,0,Housing Choice Voucher,30.98
"2 adults, 3 children",2,3,5390,0,Housing Choice Voucher,30.98
1 adult,1,0,5400,0,Housing Choice Voucher,31.03
"1 adult, 1 child",1,1,5400,0,Housing Choice Voucher,31.03
"1 adult, 2 children",1,2,5400,0,Housing Choice Voucher,31.03
"1 adult, 3 children",1,3,5400,0,Housing Choice Voucher,31.03
2 adults,2,0,5400,0,Housing Choice Voucher,31.03
"2 adults, 1 child",2,1,5400,0,Housing Choice Voucher,31.03
"2 adults, 2 children",2,2,5400,0,Housing Choice Voucher,31.03
"2 adults, 3 children",2,3,5400,0,Housing Choice Voucher,31.03
1 adult,1,0,5410,0,Housing Choice Voucher,31.09
"1 adult, 1 child",1,1,5410,0,Housing Choice Voucher,31.09
"1 adult, 2 children",1,2,5410,0,Housing Choice Voucher,31.09
"1 adult, 3 children",1,3,5410,0,Housing Choice Voucher,31.09
2 adults,2,0,5410,0,Housing Choice Voucher,31.09
"2 adults, 1 child",2,1,5410,0,Housing Choice Voucher,31.09
"2 adults, 2 children",2,2,5410,0,Housing Choice Voucher,31.09
"2 adults, 3 children",2,3,5410,0,Housing Choice Voucher,31.09
1 adult,1,0,5420,0,Housing Choice Voucher,31.15
"1 adult, 1 child",1,1,5420,0,Housing Choice Voucher,31.15
"1 adult, 2 children",1,2,5420,0,Housing Choice Voucher,31.15
"1 adult, 3 children",1,3,5420,0,Housing Choice Voucher,31.15
2 adults,2,0,5420,0,Housing Choice Voucher,31.15
"2 adults, 1 child",2,1,5420,0,Housing Choice Voucher,31.15
"2 adults, 2 children",2,2,5420,0,Housing Choice Voucher,31.15
"2 adults, 3 children",2,3,5420,0,Housing Choice Voucher,31.15
1 adult,1,0,5430,0,Housing Choice Voucher,31.21
"1 adult, 1 child",1,1,5430,0,Housing Choice Voucher,31.21
"1 adult, 2 children",1,2,5430,0,Housing Choice Voucher,31.21
"1 adult, 3 children",1,3,5430,0,Housing Choice Voucher,31.21
2 adults,2,0,5430,0,Housing Choice Voucher,31.21
"2 adults, 1 child",2,1,5430,0,Housing Choice Voucher,31.21
"2 adults, 2 children",2,2,5430,0,Housing Choice Voucher,31.21
"2 adults, 3 children",2,3,5430,0,Housing Choice Voucher,31.21
1 adult,1,0,5440,0,Housing Choice Voucher,31.26
"1 adult, 1 child",1,1,5440,0,Housing Choice Voucher,31.26
"1 adult, 2 children",1,2,5440,0,Housing Choice Voucher,31.26
"1 adult, 3 children",1,3,5440,0,Housing Choice Voucher,31.26
2 adults,2,0,5440,0,Housing Choice Voucher,31.26
"2 adults, 1 child",2,1,5440,0,Housing Choice Voucher,31.26
"2 adults, 2 children",2,2,5440,0,Housing Choice Voucher,31.26
"2 adults, 3 children",2,3,5440,0,Housing Choice Voucher,31.26
1 adult,1,0,5450,0,Housing Choice Voucher,31.32
"1 adult, 1 child",1,1,5450,0,Housing Choice Voucher,31.32
"1 adult, 2 children",1,2,5450,0,Housing Choice Voucher,31.32
"1 adult, 3 children",1,3,5450,0,Housing Choice Voucher,31.32
2 adults,2,0,5450,0,Housing Choice Voucher,31.32
"2 adults, 1 child",2,1,5450,0,Housing Choice Voucher,31.32
"2 adults, 2 children",2,2,5450,0,Housing Choice Voucher,31.32
"2 adults, 3 children",2,3,5450,0,Housing Choice Voucher,31.32
1 adult,1,0,5460,0,Housing Choice Voucher,31.38
"1 adult, 1 child",1,1,5460,0,Housing Choice Voucher,31.38
"1 adult, 2 children",1,2,5460,0,Housing Choice Voucher,31.38
"1 adult, 3 children",1,3,5460,0,Housing Choice Voucher,31.38
2 adults,2,0,5460,0,Housing Choice Voucher,31.38
"2 adults, 1 child",2,1,5460,0,Housing Choice Voucher,31.38
"2 adults, 2 children",2,2,5460,0,Housing Choice Voucher,31.38
"2 adults, 3 children",2,3,5460,0,Housing Choice Voucher,31.38
1 adult,1,0,5470,0,Housing Choice Voucher,31.44
"1 adult, 1 child",1,1,5470,0,Housing Choice Voucher,31.44
"1 adult, 2 children",1,2,5470,0,Housing Choice Voucher,31.44
"1 adult, 3 children",1,3,5470,0,Housing Choice Voucher,31.44
2 adults,2,0,5470,0,Housing Choice Voucher,31.44
"2 adults, 1 child",2,1,5470,0,Housing Choice Voucher,31.44
"2 adults, 2 children",2,2,5470,0,Housing Choice Voucher,31.44
"2 adults, 3 children",2,3,5470,0,Housing Choice Voucher,31.44
1 adult,1,0,5480,0,Housing Choice Voucher,31.49
"1 adult, 1 child",1,1,5480,0,Housing Choice Voucher,31.49
"1 adult, 2 children",1,2,5480,0,Housing Choice Voucher,31.49
"1 adult, 3 children",1,3,5480,0,Housing Choice Voucher,31.49
2 adults,2,0,5480,0,Housing Choice Voucher,31.49
"2 adults, 1 child",2,1,5480,0,Housing Choice Voucher,31.49
"2 adults, 2 children",2,2,5480,0,Housing Choice Voucher,31.49
"2 adults, 3 children",2,3,5480,0,Housing Choice Voucher,31.49
1 adult,1,0,5490,0,Housing Choice Voucher,31.55
"1 adult, 1 child",1,1,5490,0,Housing Choice Voucher,31.55
"1 adult, 2 children",1,2,5490,0,Housing Choice Voucher,31.55
"1 adult, 3 children",1,3,5490,0,Housing Choice Voucher,31.55
2 adults,2,0,5490,0,Housing Choice Voucher,31.55
"2 adults, 1 child",2,1,5490,0,Housing Choice Voucher,31.55
"2 adults, 2 children",2,2,5490,0,Housing Choice Voucher,31.55
"2 adults, 3 children",2,3,5490,0,Housing Choice Voucher,31.55
1 adult,1,0,5500,0,Housing Choice Voucher,31.61
"1 adult, 1 child",1,1,5500,0,Housing Choice Voucher,31.61
"1 adult, 2 children",1,2,5500,0,Housing Choice Voucher,31.61
"1 adult, 3 children",1,3,5500,0,Housing Choice Voucher,31.61
2 adults,2,0,5500,0,Housing Choice Voucher,31.61
"2 adults, 1 child",2,1,5500,0,Housing Choice Voucher,31.61
"2 adults, 2 children",2,2,5500,0,Housing Choice Voucher,31.61
"2 adults, 3 children",2,3,5500,0,Housing Choice Voucher,31.61
