composition,monthly_income,benefit,payment,hourly_wage
"1 adult, 1 child",20,"SNAP, TANF, WIC, Housing",1265.83,0.11
"1 adult, 1 child",20,"Child Care, SNAP, TANF, WIC, Housing",2013.83,0.11
"1 adult, 1 child",30,After-tax income,37.91,0.17
"1 adult, 1 child",30,"SNAP, TANF, WIC, Housing",1270.47,0.17
"1 adult, 1 child",30,"Child Care, SNAP, TANF, WIC, Housing",2017.47,0.17
"1 adult, 1 child",40,After-tax income,50.54,0.23
"1 adult, 1 child",40,"SNAP, TANF, WIC, Housing",1275.1,0.23
"1 adult, 1 child",40,"Child Care, SNAP, TANF, WIC, Housing",2021.1,0.23
"1 adult, 1 child",50,After-tax income,63.18,0.29
"1 adult, 1 child",50,"SNAP, TANF, WIC, Housing",1279.74,0.29
"1 adult, 1 child",50,"Child Care, SNAP, TANF, WIC, Housing",2024.74,0.29
"1 adult, 1 child",60,After-tax income,75.81,0.34
"1 adult, 1 child",60,"SNAP, TANF, WIC, Housing",1284.37,0.34
"1 adult, 1 child",60,"Child Care, SNAP, TANF, WIC, Housing",2028.37,0.34
"1 adult, 1 child",70,After-tax income,88.44,0.4
"1 adult, 1 child",70,"SNAP, TANF, WIC, Housing",1289,0.4
"1 adult, 1 child",70,"Child Care, SNAP, TANF, WIC, Housing",2032,0.4
"1 adult, 1 child",80,After-tax income,101.08,0.46
"1 adult, 1 child",80,"SNAP, TANF, WIC, Housing",1293.64,0.46
"1 adult, 1 child",80,"Child Care, SNAP, TANF, WIC, Housing",2035.64,0.46
"1 adult, 1 child",90,After-tax income,113.71,0.52
"1 adult, 1 child",90,"SNAP, TANF, WIC, Housing",1298.27,0.52
"1 adult, 1 child",90,"Child Care, SNAP, TANF, WIC, Housing",2039.27,0.52
"1 adult, 1 child",100,After-tax income,126.35,0.57
"1 adult, 1 child",100,"SNAP, TANF, WIC, Housing",1302.91,0.57
"1 adult, 1 child",100,"Child Care, SNAP, TANF, WIC, Housing",2042.91,0.57
"1 adult, 1 child",110,After-tax income,138.98,0.63
"1 adult, 1 child",110,"SNAP, TANF, WIC, Housing",1307.54,0.63
"1 adult, 1 child",110,"Child Care, SNAP, TANF, WIC, Housing",2046.54,0.63
"1 adult, 1 child",120,After-tax income,151.62,0.69
"1 adult, 1 child",120,"SNAP, TANF, WIC, Housing",1312.18,0.69
"1 adult, 1 child",120,"Child Care, SNAP, TANF, WIC, Housing",2050.18,0.69
"1 adult, 1 child",130,After-tax income,164.25,0.75
"1 adult, 1 child",130,"SNAP, TANF, WIC, Housing",1316.81,0.75
"1 adult, 1 child",130,"Child Care, SNAP, TANF, WIC, Housing",2053.81,0.75
"1 adult, 1 child",140,After-tax income,176.89,0.8
"1 adult, 1 child",140,"SNAP, TANF, WIC, Housing",1321.45,0.8
"1 adult, 1 child",140,"Child Care, SNAP, TANF, WIC, Housing",2057.45,0.8
"1 adult, 1 child",150,After-tax income,189.53,0.86
"1 adult, 1 child",150,"SNAP, TANF, WIC, Housing",1326.09,0.86
"1 adult, 1 child",150,"Child Care, SNAP, TANF, WIC, Housing",2061.09,0.86
"1 adult, 1 child",160,After-tax income,202.16,0.92
"1 adult, 1 child",160,"SNAP, TANF, WIC, Housing",1330.72,0.92
"1 adult, 1 child",160,"Child Care, SNAP, TANF, WIC, Housing",2064.72,0.92
"1 adult, 1 child",170,After-tax income,214.79,0.98
"1 adult, 1 child",170,"SNAP, TANF, WIC, Housing",1335.35,0.98
"1 adult, 1 child",170,"Child Care, SNAP, TANF, WIC, Housing",2068.35,0.98
"1 adult, 1 child",180,After-tax income,227.43,1.03
"1 adult, 1 child",180,"SNAP, TANF, WIC, Housing",1339.99,1.03
"1 adult, 1 child",180,"Child Care, SNAP, TANF, WIC, Housing",2071.99,1.03
"1 adult, 1 child",190,After-tax income,240.07,1.09
"1 adult, 1 child",190,"SNAP, TANF, WIC, Housing",1344.63,1.09
"1 adult, 1 child",190,"Child Care, SNAP, TANF, WIC, Housing",2075.63,1.09
"1 adult, 1 child",200,After-tax income,252.7,1.15
"1 adult, 1 child",200,"SNAP, TANF, WIC, Housing",1349.26,1.15
"1 adult, 1 child",200,"Child Care, SNAP, TANF, WIC, Housing",2079.26,1.15
"1 adult, 1 child",210,After-tax income,265.33,1.21
"1 adult, 1 child",210,"SNAP, TANF, WIC, Housing",1353.89,1.21
"1 adult, 1 child",210,"Child Care, SNAP, TANF, WIC, Housing",2082.89,1.21
"1 adult, 1 child",220,After-tax income,277.97,1.26
"1 adult, 1 child",220,"SNAP, TANF, WIC, Housing",1358.53,1.26
"1 adult, 1 child",220,"Child Care, SNAP, TANF, WIC, Housing",2086.53,1.26
"1 adult, 1 child",230,After-tax income,290.61,1.32
"1 adult, 1 child",230,"SNAP, TANF, WIC, Housing",1363.17,1.32
"1 adult, 1 child",230,"Child Care, SNAP, TANF, WIC, Housing",2090.17,1.32
"1 adult, 1 child",240,After-tax income,303.24,1.38
"1 adult, 1 child",240,"SNAP, TANF, WIC, Housing",1367.8,1.38
"1 adult, 1 child",240,"Child Care, SNAP, TANF, WIC, Housing",2093.8,1.38
"1 adult, 1 child",250,After-tax income,315.88,1.44
"1 adult, 1 child",250,"SNAP, TANF, WIC, Housing",1372.44,1.44
"1 adult, 1 child",250,"Child Care, SNAP, TANF, WIC, Housing",2097.44,1.44
"1 adult, 1 child",260,After-tax income,328.51,1.49
"1 adult, 1 child",260,"SNAP, TANF, WIC, Housing",1377.07,1.49
"1 adult, 1 child",260,"Child Care, SNAP, TANF, WIC, Housing",2101.07,1.49
"1 adult, 1 child",270,After-tax income,341.14,1.55
"1 adult, 1 child",270,"SNAP, TANF, WIC, Housing",1381.7,1.55
"1 adult, 1 child",270,"Child Care, SNAP, TANF, WIC, Housing",2104.7,1.55
"1 adult, 1 child",280,After-tax income,353.78,1.61
"1 adult, 1 child",280,"SNAP, TANF, WIC, Housing",1386.34,1.61
"1 adult, 1 child",280,"Child Care, SNAP, TANF, WIC, Housing",2108.34,1.61
"1 adult, 1 child",290,After-tax income,366.41,1.67
"1 adult, 1 child",290,"SNAP, TANF, WIC, Housing",1390.97,1.67
"1 adult, 1 child",290,"Child Care, SNAP, TANF, WIC, Housing",2111.97,1.67
"1 adult, 1 child",300,After-tax income,379.05,1.72
"1 adult, 1 child",300,"SNAP, TANF, WIC, Housing",1395.61,1.72
"1 adult, 1 child",300,"Child Care, SNAP, TANF, WIC, Housing",2115.61,1.72
"1 adult, 1 child",310,After-tax income,391.69,1.78
"1 adult, 1 child",310,"SNAP, TANF, WIC, Housing",1400.25,1.78
"1 adult, 1 child",310,"Child Care, SNAP, TANF, WIC, Housing",2119.25,1.78
"1 adult, 1 child",320,After-tax income,404.32,1.84
"1 adult, 1 child",320,"SNAP, TANF, WIC, Housing",1404.88,1.84
"1 adult, 1 child",320,"Child Care, SNAP, TANF, WIC, Housing",2122.88,1.84
"1 adult, 1 child",330,After-tax income,416.95,1.9
"1 adult, 1 child",330,"SNAP, TANF, WIC, Housing",1409.51,1.9
"1 adult, 1 child",330,"Child Care, SNAP, TANF, WIC, Housing",2126.51,1.9
"1 adult, 1 child",340,After-tax income,429.59,1.95
"1 adult, 1 child",340,"SNAP, TANF, WIC, Housing",1414.15,1.95
"1 adult, 1 child",340,"Child Care, SNAP, TANF, WIC, Housing",2130.15,1.95
"1 adult, 1 child",350,After-tax income,442.22,2.01
"1 adult, 1 child",350,"SNAP, TANF, WIC, Housing",1418.78,2.01
"1 adult, 1 child",350,"Child Care, SNAP, TANF, WIC, Housing",2133.78,2.01
"1 adult, 1 child",360,After-tax income,454.86,2.07
"1 adult, 1 child",360,"SNAP, TANF, WIC, Housing",1423.42,2.07
"1 adult, 1 child",360,"Child Care, SNAP, TANF, WIC, Housing",2137.42,2.07
"1 adult, 1 child",370,After-tax income,467.49,2.13
"1 adult, 1 child",370,"SNAP, TANF, WIC, Housing",1428.05,2.13
"1 adult, 1 child",370,"Child Care, SNAP, TANF, WIC, Housing",2141.05,2.13
"1 adult, 1 child",380,After-tax income,480.13,2.18
"1 adult, 1 child",380,"SNAP, TANF, WIC, Housing",1432.69,2.18
"1 adult, 1 child",380,"Child Care, SNAP, TANF, WIC, Housing",2144.69,2.18
"1 adult, 1 child",390,After-tax income,492.77,2.24
"1 adult, 1 child",390,"SNAP, TANF, WIC, Housing",1437.33,2.24
"1 adult, 1 child",390,"Child Care, SNAP, TANF, WIC, Housing",2148.33,2.24
"1 adult, 1 child",400,After-tax income,505.4,2.3
"1 adult, 1 child",400,"SNAP, TANF, WIC, Housing",1441.96,2.3
"1 adult, 1 child",400,"Child Care, SNAP, TANF, WIC, Housing",2151.96,2.3
"1 adult, 1 child",410,After-tax income,518.03,2.36
"1 adult, 1 child",410,"SNAP, TANF, WIC, Housing",1446.59,2.36
"1 adult, 1 child",410,"Child Care, SNAP, TANF, WIC, Housing",2155.59,2.36
"1 adult, 1 child",420,After-tax income,530.67,2.41
"1 adult, 1 child",420,"SNAP, TANF, WIC, Housing",1451.23,2.41
"1 adult, 1 child",420,"Child Care, SNAP, TANF, WIC, Housing",2159.23,2.41
"1 adult, 1 child",430,After-tax income,543.3,2.47
"1 adult, 1 child",430,"SNAP, TANF, WIC, Housing",1434.86,2.47
"1 adult, 1 child",430,"Child Care, SNAP, TANF, WIC, Housing",2141.86,2.47
"1 adult, 1 child",440,After-tax income,555.94,2.53
"1 adult, 1 child",440,"SNAP, TANF, WIC, Housing",1444.5,2.53
"1 adult, 1 child",440,"Child Care, SNAP, TANF, WIC, Housing",2150.5,2.53
"1 adult, 1 child",450,After-tax income,568.57,2.59
"1 adult, 1 child",450,"SNAP, TANF, WIC, Housing",1454.13,2.59
"1 adult, 1 child",450,"Child Care, SNAP, TANF, WIC, Housing",2159.13,2.59
"1 adult, 1 child",460,After-tax income,581.21,2.64
"1 adult, 1 child",460,"SNAP, TANF, WIC, Housing",1463.77,2.64
"1 adult, 1 child",460,"Child Care, SNAP, TANF, WIC, Housing",2167.77,2.64
"1 adult, 1 child",470,After-tax income,593.85,2.7
"1 adult, 1 child",470,"SNAP, TANF, WIC, Housing",1473.41,2.7
"1 adult, 1 child",470,"Child Care, SNAP, TANF, WIC, Housing",2176.41,2.7
"1 adult, 1 child",480,After-tax income,606.48,2.76
"1 adult, 1 child",480,"SNAP, TANF, WIC, Housing",1483.04,2.76
"1 adult, 1 child",480,"Child Care, SNAP, TANF, WIC, Housing",2185.04,2.76
"1 adult, 1 child",490,After-tax income,619.12,2.82
"1 adult, 1 child",490,"SNAP, TANF, WIC, Housing",1492.68,2.82
"1 adult, 1 child",490,"Child Care, SNAP, TANF, WIC, Housing",2193.68,2.82
"1 adult, 1 child",500,After-tax income,631.75,2.87
"1 adult, 1 child",500,"SNAP, TANF, WIC, Housing",1502.31,2.87
"1 adult, 1 child",500,"Child Care, SNAP, TANF, WIC, Housing",2202.31,2.87
"1 adult, 1 child",510,After-tax income,644.38,2.93
"1 adult, 1 child",510,"SNAP, TANF, WIC, Housing",1511.94,2.93
"1 adult, 1 child",510,"Child Care, SNAP, TANF, WIC, Housing",2210.94,2.93
"1 adult, 1 child",520,After-tax income,657.02,2.99
"1 adult, 1 child",520,"SNAP, TANF, WIC, Housing",1521.58,2.99
"1 adult, 1 child",520,"Child Care, SNAP, TANF, WIC, Housing",2219.58,2.99
"1 adult, 1 child",530,After-tax income,669.65,3.05
"1 adult, 1 child",530,"SNAP, TANF, WIC, Housing",1531.21,3.05
"1 adult, 1 child",530,"Child Care, SNAP, TANF, WIC, Housing",2228.21,3.05
"1 adult, 1 child",540,After-tax income,682.29,3.1
"1 adult, 1 child",540,"SNAP, TANF, WIC, Housing",1540.85,3.1
"1 adult, 1 child",540,"Child Care, SNAP, TANF, WIC, Housing",2236.85,3.1
"1 adult, 1 child",550,After-tax income,694.93,3.16
"1 adult, 1 child",550,"SNAP, TANF, WIC, Housing",1550.49,3.16
"1 adult, 1 child",550,"Child Care, SNAP, TANF, WIC, Housing",2245.49,3.16
"1 adult, 1 child",560,After-tax income,707.56,3.22
"1 adult, 1 child",560,"SNAP, TANF, WIC, Housing",1560.12,3.22
"1 adult, 1 child",560,"Child Care, SNAP, TANF, WIC, Housing",2254.12,3.22
"1 adult, 1 child",570,After-tax income,720.2,3.28
"1 adult, 1 child",570,"SNAP, TANF, WIC, Housing",1569.76,3.28
"1 adult, 1 child",570,"Child Care, SNAP, TANF, WIC, Housing",2262.76,3.28
"1 adult, 1 child",580,After-tax income,732.83,3.33
"1 adult, 1 child",580,"SNAP, TANF, WIC, Housing",1579.39,3.33
"1 adult, 1 child",580,"Child Care, SNAP, TANF, WIC, Housing",2271.39,3.33
"1 adult, 1 child",590,After-tax income,745.47,3.39
"1 adult, 1 child",590,"SNAP, TANF, WIC, Housing",1589.03,3.39
"1 adult, 1 child",590,"Child Care, SNAP, TANF, WIC, Housing",2280.03,3.39
"1 adult, 1 child",600,After-tax income,758.1,3.45
"1 adult, 1 child",600,"SNAP, TANF, WIC, Housing",1598.66,3.45
"1 adult, 1 child",600,"Child Care, SNAP, TANF, WIC, Housing",2288.66,3.45
"1 adult, 1 child",610,After-tax income,770.74,3.51
"1 adult, 1 child",610,"SNAP, TANF, WIC, Housing",1608.3,3.51
"1 adult, 1 child",610,"Child Care, SNAP, TANF, WIC, Housing",2297.3,3.51
"1 adult, 1 child",620,After-tax income,783.37,3.56
"1 adult, 1 child",620,"SNAP, TANF, WIC, Housing",1617.93,3.56
"1 adult, 1 child",620,"Child Care, SNAP, TANF, WIC, Housing",2305.93,3.56
"1 adult, 1 child",630,After-tax income,796,3.62
"1 adult, 1 child",630,"SNAP, TANF, WIC, Housing",1627.56,3.62
"1 adult, 1 child",630,"Child Care, SNAP, TANF, WIC, Housing",2314.56,3.62
"1 adult, 1 child",640,After-tax income,808.64,3.68
"1 adult, 1 child",640,"SNAP, TANF, WIC, Housing",1637.2,3.68
"1 adult, 1 child",640,"Child Care, SNAP, TANF, WIC, Housing",2323.2,3.68
"1 adult, 1 child",650,After-tax income,821.27,3.74
"1 adult, 1 child",650,"SNAP, TANF, WIC, Housing",1646.83,3.74
"1 adult, 1 child",650,"Child Care, SNAP, TANF, WIC, Housing",2331.83,3.74
"1 adult, 1 child",660,After-tax income,833.91,3.79
"1 adult, 1 child",660,"SNAP, TANF, WIC, Housing",1656.47,3.79
"1 adult, 1 child",660,"Child Care, SNAP, TANF, WIC, Housing",2340.47,3.79
"1 adult, 1 child",670,After-tax income,846.55,3.85
"1 adult, 1 child",670,"SNAP, TANF, WIC, Housing",1666.11,3.85
"1 adult, 1 child",670,"Child Care, SNAP, TANF, WIC, Housing",2349.11,3.85
"1 adult, 1 child",680,After-tax income,859.18,3.91
"1 adult, 1 child",680,"SNAP, TANF, WIC, Housing",1675.74,3.91
"1 adult, 1 child",680,"Child Care, SNAP, TANF, WIC, Housing",2357.74,3.91
"1 adult, 1 child",690,After-tax income,871.82,3.97
"1 adult, 1 child",690,"SNAP, TANF, WIC, Housing",1685.38,3.97
"1 adult, 1 child",690,"Child Care, SNAP, TANF, WIC, Housing",2366.38,3.97
"1 adult, 1 child",700,After-tax income,884.45,4.02
"1 adult, 1 child",700,"SNAP, TANF, WIC, Housing",1695.01,4.02
"1 adult, 1 child",700,"Child Care, SNAP, TANF, WIC, Housing",2375.01,4.02
"1 adult, 1 child",710,After-tax income,897.09,4.08
"1 adult, 1 child",710,"SNAP, TANF, WIC, Housing",1704.65,4.08
"1 adult, 1 child",710,"Child Care, SNAP, TANF, WIC, Housing",2383.65,4.08
"1 adult, 1 child",720,After-tax income,909.72,4.14
"1 adult, 1 child",720,"SNAP, TANF, WIC, Housing",1714.28,4.14
"1 adult, 1 child",720,"Child Care, SNAP, TANF, WIC, Housing",2392.28,4.14
"1 adult, 1 child",730,After-tax income,922.36,4.2
"1 adult, 1 child",730,"SNAP, TANF, WIC, Housing",1723.92,4.2
"1 adult, 1 child",730,"Child Care, SNAP, TANF, WIC, Housing",2400.92,4.2
"1 adult, 1 child",740,After-tax income,934.99,4.25
"1 adult, 1 child",740,"SNAP, TANF, WIC, Housing",1733.55,4.25
"1 adult, 1 child",740,"Child Care, SNAP, TANF, WIC, Housing",2409.55,4.25
"1 adult, 1 child",750,After-tax income,947.62,4.31
"1 adult, 1 child",750,"SNAP, TANF, WIC, Housing",1743.18,4.31
"1 adult, 1 child",750,"Child Care, SNAP, TANF, WIC, Housing",2418.18,4.31
"1 adult, 1 child",760,After-tax income,960.26,4.37
"1 adult, 1 child",760,"SNAP, TANF, WIC, Housing",1752.82,4.37
"1 adult, 1 child",760,"Child Care, SNAP, TANF, WIC, Housing",2426.82,4.37
"1 adult, 1 child",770,After-tax income,972.89,4.43
"1 adult, 1 child",770,"SNAP, TANF, WIC, Housing",1762.45,4.43
"1 adult, 1 child",770,"Child Care, SNAP, TANF, WIC, Housing",2435.45,4.43
"1 adult, 1 child",780,After-tax income,985.53,4.48
"1 adult, 1 child",780,"SNAP, TANF, WIC, Housing",1772.09,4.48
"1 adult, 1 child",780,"Child Care, SNAP, TANF, WIC, Housing",2444.09,4.48
"1 adult, 1 child",790,After-tax income,998.16,4.54
"1 adult, 1 child",790,"SNAP, TANF, WIC, Housing",1781.72,4.54
"1 adult, 1 child",790,"Child Care, SNAP, TANF, WIC, Housing",2452.72,4.54
"1 adult, 1 child",800,After-tax income,1010.8,4.6
"1 adult, 1 child",800,"SNAP, TANF, WIC, Housing",1791.36,4.6
"1 adult, 1 child",800,"Child Care, SNAP, TANF, WIC, Housing",2461.36,4.6
"1 adult, 1 child",810,After-tax income,1023.43,4.66
"1 adult, 1 child",810,"SNAP, TANF, WIC, Housing",1800.99,4.66
"1 adult, 1 child",810,"Child Care, SNAP, TANF, WIC, Housing",2469.99,4.66
"1 adult, 1 child",820,After-tax income,1036.07,4.71
"1 adult, 1 child",820,"SNAP, TANF, WIC, Housing",1810.63,4.71
"1 adult, 1 child",820,"Child Care, SNAP, TANF, WIC, Housing",2478.63,4.71
"1 adult, 1 child",830,After-tax income,1048.7,4.77
"1 adult, 1 child",830,"SNAP, TANF, WIC, Housing",1820.26,4.77
"1 adult, 1 child",830,"Child Care, SNAP, TANF, WIC, Housing",2487.26,4.77
"1 adult, 1 child",840,After-tax income,1061.34,4.83
"1 adult, 1 child",840,"SNAP, TANF, WIC, Housing",1829.9,4.83
"1 adult, 1 child",840,"Child Care, SNAP, TANF, WIC, Housing",2495.9,4.83
"1 adult, 1 child",850,After-tax income,1073.39,4.89
"1 adult, 1 child",850,"SNAP, TANF, WIC, Housing",1838.95,4.89
"1 adult, 1 child",850,"Child Care, SNAP, TANF, WIC, Housing",2503.95,4.89
"1 adult, 1 child",860,After-tax income,1082.63,4.94
"1 adult, 1 child",860,"SNAP, TANF, WIC, Housing",1845.19,4.94
"1 adult, 1 child",860,"Child Care, SNAP, TANF, WIC, Housing",2509.19,4.94
"1 adult, 1 child",870,After-tax income,1091.86,5
"1 adult, 1 child",870,"SNAP, TANF, WIC, Housing",1851.42,5
"1 adult, 1 child",870,"Child Care, SNAP, TANF, WIC, Housing",2514.42,5
"1 adult, 1 child",880,After-tax income,1101.1,5.06
"1 adult, 1 child",880,"SNAP, TANF, WIC, Housing",1857.66,5.06
"1 adult, 1 child",880,"Child Care, SNAP, TANF, WIC, Housing",2519.66,5.06
"1 adult, 1 child",890,After-tax income,1110.33,5.11
"1 adult, 1 child",890,"SNAP, TANF, WIC, Housing",1863.89,5.11
"1 adult, 1 child",890,"Child Care, SNAP, TANF, WIC, Housing",2524.89,5.11
"1 adult, 1 child",900,After-tax income,1119.57,5.17
"1 adult, 1 child",900,"SNAP, TANF, WIC, Housing",1870.13,5.17
"1 adult, 1 child",900,"Child Care, SNAP, TANF, WIC, Housing",2530.13,5.17
"1 adult, 1 child",910,After-tax income,1128.8,5.23
"1 adult, 1 child",910,"SNAP, TANF, WIC, Housing",1876.36,5.23
"1 adult, 1 child",910,"Child Care, SNAP, TANF, WIC, Housing",2535.36,5.23
"1 adult, 1 child",920,After-tax income,1138.04,5.29
"1 adult, 1 child",920,"SNAP, TANF, WIC, Housing",1882.6,5.29
"1 adult, 1 child",920,"Child Care, SNAP, TANF, WIC, Housing",2540.6,5.29
"1 adult, 1 child",930,After-tax income,1147.27,5.34
"1 adult, 1 child",930,"SNAP, TANF, WIC, Housing",1888.83,5.34
"1 adult, 1 child",930,"Child Care, SNAP, TANF, WIC, Housing",2545.83,5.34
"1 adult, 1 child",940,After-tax income,1156.51,5.4
"1 adult, 1 child",940,"SNAP, TANF, WIC, Housing",1895.07,5.4
"1 adult, 1 child",940,"Child Care, SNAP, TANF, WIC, Housing",2551.07,5.4
"1 adult, 1 child",950,After-tax income,1165.74,5.46
"1 adult, 1 child",950,"SNAP, TANF, WIC, Housing",1901.3,5.46
"1 adult, 1 child",950,"Child Care, SNAP, TANF, WIC, Housing",2556.3,5.46
"1 adult, 1 child",960,After-tax income,1174.98,5.52
"1 adult, 1 child",960,"SNAP, TANF, WIC, Housing",1907.54,5.52
"1 adult, 1 child",960,"Child Care, SNAP, TANF, WIC, Housing",2561.54,5.52
"1 adult, 1 child",970,After-tax income,1184.21,5.57
"1 adult, 1 child",970,"SNAP, TANF, WIC, Housing",1913.77,5.57
"1 adult, 1 child",970,"Child Care, SNAP, TANF, WIC, Housing",2566.77,5.57
"1 adult, 1 child",980,After-tax income,1193.45,5.63
"1 adult, 1 child",980,"SNAP, TANF, WIC, Housing",1917.61,5.63
"1 adult, 1 child",980,"Child Care, SNAP, TANF, WIC, Housing",2569.61,5.63
"1 adult, 1 child",990,After-tax income,1202.68,5.69
"1 adult, 1 child",990,"SNAP, TANF, WIC, Housing",1921.44,5.69
"1 adult, 1 child",990,"Child Care, SNAP, TANF, WIC, Housing",2572.44,5.69
"1 adult, 1 child",1000,After-tax income,1211.92,5.75
"1 adult, 1 child",1000,"SNAP, TANF, WIC, Housing",1925.28,5.75
"1 adult, 1 child",1000,"Child Care, SNAP, TANF, WIC, Housing",2575.28,5.75
"1 adult, 1 child",1010,After-tax income,1220.6,5.8
"1 adult, 1 child",1010,"SNAP, TANF, WIC, Housing",1928.56,5.8
"1 adult, 1 child",1010,"Child Care, SNAP, TANF, WIC, Housing",2577.56,5.8
"1 adult, 1 child",1020,After-tax income,1229.29,5.86
"1 adult, 1 child",1020,"SNAP, TANF, WIC, Housing",1931.85,5.86
"1 adult, 1 child",1020,"Child Care, SNAP, TANF, WIC, Housing",2579.85,5.86
"1 adult, 1 child",1030,After-tax income,1237.97,5.92
"1 adult, 1 child",1030,"SNAP, TANF, WIC, Housing",1935.13,5.92
"1 adult, 1 child",1030,"Child Care, SNAP, TANF, WIC, Housing",2582.13,5.92
"1 adult, 1 child",1040,After-tax income,1246.66,5.98
"1 adult, 1 child",1040,"SNAP, TANF, WIC, Housing",1938.42,5.98
"1 adult, 1 child",1040,"Child Care, SNAP, TANF, WIC, Housing",2584.42,5.98
"1 adult, 1 child",1050,After-tax income,1255.34,6.03
"1 adult, 1 child",1050,"SNAP, TANF, WIC, Housing",1941.7,6.03
"1 adult, 1 child",1050,"Child Care, SNAP, TANF, WIC, Housing",2586.7,6.03
"1 adult, 1 child",1060,After-tax income,1264.03,6.09
"1 adult, 1 child",1060,"SNAP, TANF, WIC, Housing",1944.99,6.09
"1 adult, 1 child",1060,"Child Care, SNAP, TANF, WIC, Housing",2588.99,6.09
"1 adult, 1 child",1070,After-tax income,1272.71,6.15
"1 adult, 1 child",1070,"SNAP, TANF, WIC, Housing",1948.27,6.15
"1 adult, 1 child",1070,"Child Care, SNAP, TANF, WIC, Housing",2591.27,6.15
"1 adult, 1 child",1080,After-tax income,1281.4,6.21
"1 adult, 1 child",1080,"SNAP, TANF, WIC, Housing",1951.56,6.21
"1 adult, 1 child",1080,"Child Care, SNAP, TANF, WIC, Housing",2593.56,6.21
"1 adult, 1 child",1090,After-tax income,1290.08,6.26
"1 adult, 1 child",1090,"SNAP, TANF, WIC, Housing",1954.84,6.26
"1 adult, 1 child",1090,"Child Care, SNAP, TANF, WIC, Housing",2595.84,6.26
"1 adult, 1 child",1100,After-tax income,1298.77,6.32
"1 adult, 1 child",1100,"SNAP, TANF, WIC, Housing",1958.13,6.32
"1 adult, 1 child",1100,"Child Care, SNAP, TANF, WIC, Housing",2598.13,6.32
"1 adult, 1 child",1110,After-tax income,1307.45,6.38
"1 adult, 1 child",1110,"SNAP, TANF, WIC, Housing",1961.41,6.38
"1 adult, 1 child",1110,"Child Care, SNAP, TANF, WIC, Housing",2600.41,6.38
"1 adult, 1 child",1120,After-tax income,1316.14,6.44
"1 adult, 1 child",1120,"SNAP, TANF, WIC, Housing",1964.7,6.44
"1 adult, 1 child",1120,"Child Care, SNAP, TANF, WIC, Housing",2602.7,6.44
"1 adult, 1 child",1130,After-tax income,1324.82,6.49
"1 adult, 1 child",1130,"SNAP, TANF, WIC, Housing",1967.98,6.49
"1 adult, 1 child",1130,"Child Care, SNAP, TANF, WIC, Housing",2604.98,6.49
"1 adult, 1 child",1140,After-tax income,1333.51,6.55
"1 adult, 1 child",1140,"SNAP, TANF, WIC, Housing",1971.27,6.55
"1 adult, 1 child",1140,"Child Care, SNAP, TANF, WIC, Housing",2607.27,6.55
"1 adult, 1 child",1150,After-tax income,1342.19,6.61
"1 adult, 1 child",1150,"SNAP, TANF, WIC, Housing",1974.55,6.61
"1 adult, 1 child",1150,"Child Care, SNAP, TANF, WIC, Housing",2609.55,6.61
"1 adult, 1 child",1160,After-tax income,1350.88,6.67
"1 adult, 1 child",1160,"SNAP, TANF, WIC, Housing",1977.84,6.67
"1 adult, 1 child",1160,"Child Care, SNAP, TANF, WIC, Housing",2611.84,6.67
