composition,adults,children,monthly_income,payment,benefit
"2 adults, 1 child",2,1,3580,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3580,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3580,115,Housing Choice Voucher
1 adult,1,0,3590,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3590,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3590,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3590,112,Housing Choice Voucher
2 adults,2,0,3590,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3590,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3590,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3590,112,Housing Choice Voucher
1 adult,1,0,3600,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3600,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3600,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3600,109,Housing Choice Voucher
2 adults,2,0,3600,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3600,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3600,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3600,109,Housing Choice Voucher
1 adult,1,0,3610,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3610,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3610,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3610,106,Housing Choice Voucher
2 adults,2,0,3610,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3610,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3610,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3610,106,Housing Choice Voucher
1 adult,1,0,3620,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3620,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3620,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3620,103,Housing Choice Voucher
2 adults,2,0,3620,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3620,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3620,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3620,103,Housing Choice Voucher
1 adult,1,0,3630,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3630,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3630,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3630,100,Housing Choice Voucher
2 adults,2,0,3630,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3630,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3630,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3630,100,Housing Choice Voucher
1 adult,1,0,3640,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3640,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3640,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3640,97,Housing Choice Voucher
2 adults,2,0,3640,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3640,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3640,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3640,97,Housing Choice Voucher
1 adult,1,0,3650,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3650,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3650,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3650,94,Housing Choice Voucher
2 adults,2,0,3650,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3650,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3650,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3650,94,Housing Choice Voucher
1 adult,1,0,3660,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3660,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3660,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3660,91,Housing Choice Voucher
2 adults,2,0,3660,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3660,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3660,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3660,91,Housing Choice Voucher
1 adult,1,0,3670,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3670,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3670,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3670,88,Housing Choice Voucher
2 adults,2,0,3670,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3670,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3670,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3670,88,Housing Choice Voucher
1 adult,1,0,3680,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3680,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3680,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3680,85,Housing Choice Voucher
2 adults,2,0,3680,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3680,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3680,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3680,85,Housing Choice Voucher
1 adult,1,0,3690,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3690,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3690,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3690,82,Housing Choice Voucher
2 adults,2,0,3690,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3690,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3690,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3690,82,Housing Choice Voucher
1 adult,1,0,3700,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3700,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3700,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3700,79,Housing Choice Voucher
2 adults,2,0,3700,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3700,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3700,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3700,79,Housing Choice Voucher
1 adult,1,0,3710,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3710,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3710,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3710,76,Housing Choice Voucher
2 adults,2,0,3710,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3710,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3710,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3710,76,Housing Choice Voucher
1 adult,1,0,3720,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3720,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3720,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3720,73,Housing Choice Voucher
2 adults,2,0,3720,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3720,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3720,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3720,73,Housing Choice Voucher
1 adult,1,0,3730,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3730,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3730,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3730,70,Housing Choice Voucher
2 adults,2,0,3730,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3730,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3730,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3730,70,Housing Choice Voucher
1 adult,1,0,3740,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3740,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3740,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3740,67,Housing Choice Voucher
2 adults,2,0,3740,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3740,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3740,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3740,67,Housing Choice Voucher
1 adult,1,0,3750,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3750,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3750,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3750,64,Housing Choice Voucher
2 adults,2,0,3750,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3750,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3750,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3750,64,Housing Choice Voucher
1 adult,1,0,3760,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3760,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3760,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3760,61,Housing Choice Voucher
2 adults,2,0,3760,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3760,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3760,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3760,61,Housing Choice Voucher
1 adult,1,0,3770,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3770,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3770,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3770,58,Housing Choice Voucher
2 adults,2,0,3770,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3770,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3770,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3770,58,Housing Choice Voucher
1 adult,1,0,3780,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3780,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3780,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3780,55,Housing Choice Voucher
2 adults,2,0,3780,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3780,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3780,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3780,55,Housing Choice Voucher
1 adult,1,0,3790,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3790,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3790,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3790,52,Housing Choice Voucher
2 adults,2,0,3790,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3790,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3790,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3790,52,Housing Choice Voucher
1 adult,1,0,3800,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3800,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3800,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3800,49,Housing Choice Voucher
2 adults,2,0,3800,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3800,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3800,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3800,49,Housing Choice Voucher
1 adult,1,0,3810,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3810,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3810,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3810,46,Housing Choice Voucher
2 adults,2,0,3810,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3810,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3810,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3810,46,Housing Choice Voucher
1 adult,1,0,3820,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3820,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3820,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3820,43,Housing Choice Voucher
2 adults,2,0,3820,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3820,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3820,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3820,43,Housing Choice Voucher
1 adult,1,0,3830,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3830,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3830,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3830,40,Housing Choice Voucher
2 adults,2,0,3830,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3830,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3830,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3830,40,Housing Choice Voucher
1 adult,1,0,3840,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3840,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3840,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3840,37,Housing Choice Voucher
2 adults,2,0,3840,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3840,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3840,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3840,37,Housing Choice Voucher
1 adult,1,0,3850,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3850,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3850,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3850,34,Housing Choice Voucher
2 adults,2,0,3850,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3850,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3850,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3850,34,Housing Choice Voucher
1 adult,1,0,3860,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3860,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3860,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3860,31,Housing Choice Voucher
2 adults,2,0,3860,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3860,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3860,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3860,31,Housing Choice Voucher
1 adult,1,0,3870,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3870,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3870,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3870,28,Housing Choice Voucher
2 adults,2,0,3870,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3870,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3870,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3870,28,Housing Choice Voucher
1 adult,1,0,3880,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3880,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3880,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3880,25,Housing Choice Voucher
2 adults,2,0,3880,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3880,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3880,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3880,25,Housing Choice Voucher
1 adult,1,0,3890,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3890,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3890,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3890,22,Housing Choice Voucher
2 adults,2,0,3890,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3890,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3890,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3890,22,Housing Choice Voucher
1 adult,1,0,3900,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3900,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3900,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3900,19,Housing Choice Voucher
2 adults,2,0,3900,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3900,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3900,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3900,19,Housing Choice Voucher
1 adult,1,0,3910,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3910,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3910,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3910,16,Housing Choice Voucher
2 adults,2,0,3910,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3910,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3910,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3910,16,Housing Choice Voucher
1 adult,1,0,3920,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3920,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3920,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3920,13,Housing Choice Voucher
2 adults,2,0,3920,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3920,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3920,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3920,13,Housing Choice Voucher
1 adult,1,0,3930,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3930,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3930,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3930,10,Housing Choice Voucher
2 adults,2,0,3930,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3930,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3930,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3930,10,Housing Choice Voucher
1 adult,1,0,3940,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3940,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3940,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3940,7,Housing Choice Voucher
2 adults,2,0,3940,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3940,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3940,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3940,7,Housing Choice Voucher
1 adult,1,0,3950,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3950,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3950,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3950,4,Housing Choice Voucher
2 adults,2,0,3950,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3950,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3950,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3950,4,Housing Choice Voucher
1 adult,1,0,3960,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3960,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3960,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3960,1,Housing Choice Voucher
2 adults,2,0,3960,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3960,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3960,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3960,1,Housing Choice Voucher
1 adult,1,0,3970,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3970,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3970,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3970,0,Housing Choice Voucher
2 adults,2,0,3970,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3970,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3970,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3970,0,Housing Choice Voucher
1 adult,1,0,3980,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3980,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3980,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3980,0,Housing Choice Voucher
2 adults,2,0,3980,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3980,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3980,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3980,0,Housing Choice Voucher
1 adult,1,0,3990,0,Housing Choice Voucher
"1 adult, 1 child",1,1,3990,0,Housing Choice Voucher
"1 adult, 2 children",1,2,3990,0,Housing Choice Voucher
"1 adult, 3 children",1,3,3990,0,Housing Choice Voucher
2 adults,2,0,3990,0,Housing Choice Voucher
"2 adults, 1 child",2,1,3990,0,Housing Choice Voucher
"2 adults, 2 children",2,2,3990,0,Housing Choice Voucher
"2 adults, 3 children",2,3,3990,0,Housing Choice Voucher
1 adult,1,0,4000,0,Housing Choice Voucher
"1 adult, 1 child",1,1,4000,0,Housing Choice Voucher
"1 adult, 2 children",1,2,4000,0,Housing Choice Voucher
"1 adult, 3 children",1,3,4000,0,Housing Choice Voucher
2 adults,2,0,4000,0,Housing Choice Voucher
"2 adults, 1 child",2,1,4000,0,Housing Choice Voucher
"2 adults, 2 children",2,2,4000,0,Housing Choice Voucher
"2 adults, 3 children",2,3,4000,0,Housing Choice Voucher
1 adult,1,0,4010,0,Housing Choice Voucher
"1 adult, 1 child",1,1,4010,0,Housing Choice Voucher
"1 adult, 2 children",1,2,4010,0,Housing Choice Voucher
"1 adult, 3 children",1,3,4010,0,Housing Choice Voucher
2 adults,2,0,4010,0,Housing Choice Voucher
"2 adults, 1 child",2,1,4010,0,Housing Choice Voucher
"2 adults, 2 children",2,2,4010,0,Housing Choice Voucher
"2 adults, 3 children",2,3,4010,0,Housing Choice Voucher
1 adult,1,0,4020,0,Housing Choice Voucher
"1 adult, 1 child",1,1,4020,0,Housing Choice Voucher
"1 adult, 2 children",1,2,4020,0,Housing Choice Voucher
"1 adult, 3 children",1,3,4020,0,Housing Choice Voucher
2 adults,2,0,4020,0,Housing Choice Voucher
"2 adults, 1 child",2,1,4020,0,Housing Choice Voucher
"2 adults, 2 children",2,2,4020,0,Housing Choice Voucher
"2 adults, 3 children",2,3,4020,0,Housing Choice Voucher
1 adult,1,0,4030,0,Housing Choice Voucher
"1 adult, 1 child",1,1,4030,0,Housing Choice Voucher
"1 adult, 2 children",1,2,4030,0,Housing Choice Voucher
"1 adult, 3 children",1,3,4030,0,Housing Choice Voucher
2 adults,2,0,4030,0,Housing Choice Voucher
"2 adults, 1 child",2,1,4030,0,Housing Choice Voucher
"2 adults, 2 children",2,2,4030,0,Housing Choice Voucher
"2 adults, 3 children",2,3,4030,0,Housing Choice Voucher
1 adult,1,0,4040,0,Housing Choice Voucher
"1 adult, 1 child",1,1,4040,0,Housing Choice Voucher
"1 adult, 2 children",1,2,4040,0,Housing Choice Voucher
"1 adult, 3 children",1,3,4040,0,Housing Choice Voucher
2 adults,2,0,4040,0,Housing Choice Voucher
"2 adults, 1 child",2,1,4040,0,Housing Choice Voucher
"2 adults, 2 children",2,2,4040,0,Housing Choice Voucher
"2 adults, 3 children",2,3,4040,0,Housing Choice Voucher
1 adult,1,0,4050,0,Housing Choice Voucher
"1 adult, 1 child",1,1,4050,0,Housing Choice Voucher
"1 adult, 2 children",1,2,4050,0,Housing Choice Voucher
"1 adult, 3 children",1,3,4050,0,Housing Choice Voucher
2 adults,2,0,4050,0,Housing Choice Voucher
"2 adults, 1 child",2,1,4050,0,Housing Choice Voucher
"2 adults, 2 children",2,2,4050,0,Housing Choice Voucher
"2 adults, 3 children",2,3,4050,0,Housing Choice Voucher
1 adult,1,0,4060,0,Housing Choice Voucher
"1 adult, 1 child",1,1,4060,0,Housing Choice Voucher
"1 adult, 2 children",1,2,4060,0,Housing Choice Voucher
